Internship_ID,Company,Role,Sector,Location,Stipend(INR),Duration(Months),Required_Skills,Mode,Openings,Education_Requirement,Experience_Level
INT0196,Wipro,Data Analyst Intern,Data Science,Hyderabad,12000,5,"Pandas, Statistics",Onsite,1,Bachelor,1-2 Years
INT0197,TCS,Business Analyst Intern,Business Analytics,Remote,8000,2,"Power BI, Excel",Hybrid,10,Bachelor,1-2 Years
INT0198,Oracle,UI/UX Intern,UI/UX,Chennai,5000,2,"Design Thinking, UI/UX, Figma, User Research",Remote,7,Bachelor,Fresher
INT0199,Microsoft,DevOps Intern,DevOps,Bangalore,15000,6,"Jenkins, Docker, Kubernetes, CI/CD",Onsite,6,Bachelor,Fresher
INT0200,Accenture,Cloud Intern,Cloud Computing,Remote,15000,1,"Terraform, Docker, Kubernetes, GCP",Remote,8,Bachelor,Fresher
INT0201,Microsoft,DevOps Intern,DevOps,Delhi,15000,4,"Linux, Jenkins",Onsite,10,Diploma,Fresher
INT0202,Wipro,Cybersecurity Intern,Cybersecurity,Chennai,15000,4,"Python, Network Security",Onsite,2,Bachelor,Fresher
INT0203,IBM,Cybersecurity Intern,Cybersecurity,Kolkata,8000,4,"Network Security, Cybersecurity",Onsite,9,Bachelor,Fresher
INT0204,Accenture,Software Engineer Intern,Software Development,Pune,12000,4,"Algorithms, C++, Git, Python",Onsite,2,Bachelor,Fresher
INT0205,Microsoft,Web Developer Intern,Web Development,Kolkata,10000,4,"Node.js, SQL",Onsite,3,Bachelor,Fresher
INT0206,Wipro,Cloud Intern,Cloud Computing,Hyderabad,20000,5,"AWS, Kubernetes, GCP",Onsite,2,Bachelor,1-2 Years
INT0207,Infosys,Business Analyst Intern,Business Analytics,Delhi,12000,6,"Business Analytics, Requirements Gathering, Communication",Hybrid,3,Bachelor,1-2 Years
INT0208,Accenture,ML Engineer Intern,AI/ML,Pune,15000,6,"Machine Learning, TensorFlow, Deep Learning",Remote,8,Bachelor,Fresher
INT0209,Infosys,Cloud Intern,Cloud Computing,Bangalore,20000,5,"Docker, AWS",Onsite,9,Diploma,Fresher
INT0210,Accenture,ML Engineer Intern,AI/ML,Pune,20000,4,"Model Deployment, Python, TensorFlow",Onsite,5,Bachelor,Fresher
INT0211,Wipro,DevOps Intern,DevOps,Kolkata,12000,5,"Kubernetes, Jenkins",Onsite,9,Bachelor,Fresher
INT0212,Accenture,UI/UX Intern,UI/UX,Kolkata,10000,2,"Design Thinking, UI/UX, HTML/CSS/JS, User Research",Remote,1,High School,Fresher
INT0213,Oracle,Software Engineer Intern,Software Development,Pune,10000,5,"Python, C++",Remote,9,Bachelor,Fresher
INT0214,Wipro,UI/UX Intern,UI/UX,Chennai,12000,1,"Prototyping, UI/UX",Onsite,2,Diploma,Fresher
INT0215,Microsoft,Cybersecurity Intern,Cybersecurity,Mumbai,12000,4,"Python, Network Security, Wireshark",Onsite,8,Bachelor,Fresher
INT0216,Infosys,Data Analyst Intern,Data Science,Mumbai,8000,5,"Power BI, Python, SQL",Onsite,3,Bachelor,2-4 Years
INT0217,Infosys,DevOps Intern,DevOps,Remote,8000,6,"CI/CD, Python, Kubernetes, Jenkins",Remote,4,Bachelor,Fresher
INT0218,HCL,AI Research Intern,AI/ML,Remote,20000,2,"NLP, Python, PyTorch",Onsite,4,Bachelor,Fresher
INT0219,TCS,UI/UX Intern,UI/UX,Remote,12000,5,"Prototyping, HTML/CSS/JS, User Research, Design Thinking",Onsite,6,Bachelor,1-2 Years
INT0220,Amazon,Business Analyst Intern,Business Analytics,Hyderabad,8000,3,"Excel, SQL, Business Analytics, Communication",Onsite,6,Bachelor,Fresher
INT0221,Oracle,Business Analyst Intern,Business Analytics,Hyderabad,8000,5,"Requirements Gathering, SQL, Communication",Onsite,5,Bachelor,1-2 Years
INT0222,HCL,Data Analyst Intern,Data Science,Remote,8000,4,"Python, Pandas, SQL",Hybrid,9,Bachelor,Fresher
INT0223,HCL,ML Engineer Intern,AI/ML,Pune,10000,2,"Python, PyTorch",Onsite,5,Bachelor,Fresher
INT0224,Infosys,Business Analyst Intern,Business Analytics,Bangalore,5000,3,"Requirements Gathering, Power BI, Excel, Business Analytics",Remote,6,Diploma,Fresher
INT0225,Microsoft,DevOps Intern,DevOps,Remote,8000,3,"Linux, Python",Hybrid,1,Bachelor,1-2 Years
INT0226,Infosys,ML Engineer Intern,AI/ML,Kolkata,20000,5,"Machine Learning, Model Deployment",Remote,10,Bachelor,Fresher
INT0227,Oracle,AI Research Intern,AI/ML,Mumbai,20000,3,"PyTorch, Deep Learning",Remote,3,Diploma,Fresher
INT0228,Infosys,Cybersecurity Intern,Cybersecurity,Hyderabad,8000,3,"Wireshark, Cybersecurity, Network Security, Python",Hybrid,3,Bachelor,Fresher
INT0229,Wipro,DevOps Intern,DevOps,Chennai,15000,4,"CI/CD, Jenkins, Docker",Onsite,2,Bachelor,Fresher
INT0230,Accenture,ML Engineer Intern,AI/ML,Mumbai,20000,1,"Deep Learning, PyTorch, Python",Remote,8,Master,Fresher
INT0231,Wipro,AI Research Intern,AI/ML,Hyderabad,15000,3,"Machine Learning, TensorFlow, Deep Learning",Onsite,10,Bachelor,Fresher
INT0232,Accenture,Data Analyst Intern,Data Science,Remote,12000,1,"Python, Power BI",Onsite,3,Bachelor,2-4 Years
INT0233,Google,AI Research Intern,AI/ML,Mumbai,10000,6,"Machine Learning, Deep Learning, NLP, TensorFlow",Onsite,2,Bachelor,Fresher
INT0234,Infosys,DevOps Intern,DevOps,Pune,15000,1,"Docker, Linux, CI/CD, Kubernetes",Remote,1,Bachelor,Fresher
INT0235,Microsoft,UI/UX Intern,UI/UX,Hyderabad,10000,1,"User Research, UI/UX, HTML/CSS/JS, Prototyping",Hybrid,7,Bachelor,Fresher
INT0236,Oracle,Software Engineer Intern,Software Development,Hyderabad,12000,2,"C++, Linux",Onsite,3,Bachelor,Fresher
INT0237,Microsoft,Web Developer Intern,Web Development,Chennai,12000,5,"Node.js, React, REST APIs",Remote,4,Diploma,Fresher
INT0238,Oracle,Business Analyst Intern,Business Analytics,Pune,8000,2,"Requirements Gathering, Business Analytics, Communication, SQL",Onsite,2,Bachelor,Fresher
INT0239,Infosys,Cybersecurity Intern,Cybersecurity,Delhi,15000,5,"Cybersecurity, Linux, Network Security, Penetration Testing",Onsite,7,Bachelor,Fresher
INT0240,Oracle,ML Engineer Intern,AI/ML,Mumbai,20000,5,"Python, Machine Learning, TensorFlow",Onsite,1,Master,Fresher
INT0241,Google,DevOps Intern,DevOps,Bangalore,12000,1,"Jenkins, Linux, CI/CD",Onsite,2,Bachelor,Fresher
INT0242,IBM,DevOps Intern,DevOps,Hyderabad,12000,6,"Docker, Linux, Jenkins, Kubernetes",Onsite,9,Bachelor,Fresher
INT0243,Infosys,AI Research Intern,AI/ML,Delhi,15000,5,"PyTorch, Deep Learning",Remote,2,Bachelor,Fresher
INT0244,Amazon,Data Analyst Intern,Data Science,Delhi,5000,4,"Python, Pandas",Remote,1,Bachelor,Fresher
INT0245,TCS,Software Engineer Intern,Software Development,Delhi,8000,2,"Data Structures, Java",Onsite,6,Bachelor,Fresher
INT0246,Google,Software Engineer Intern,Software Development,Chennai,12000,5,"C++, Git",Onsite,10,Bachelor,Fresher
INT0247,Google,ML Engineer Intern,AI/ML,Pune,10000,5,"Machine Learning, Deep Learning, Model Deployment, TensorFlow",Remote,2,Master,Fresher
INT0248,Wipro,AI Research Intern,AI/ML,Kolkata,15000,2,"TensorFlow, Deep Learning",Onsite,1,Bachelor,Fresher
INT0249,Google,Cybersecurity Intern,Cybersecurity,Hyderabad,8000,5,"Penetration Testing, Linux",Remote,1,Bachelor,Fresher
INT0250,TCS,DevOps Intern,DevOps,Bangalore,12000,3,"Kubernetes, Docker",Onsite,8,Bachelor,Fresher
INT0251,Google,Business Analyst Intern,Business Analytics,Pune,12000,2,"Requirements Gathering, Business Analytics",Remote,9,Bachelor,1-2 Years
INT0252,Accenture,AI Research Intern,AI/ML,Chennai,20000,4,"Deep Learning, Python, NLP, PyTorch",Remote,5,Bachelor,2-4 Years
INT0253,Microsoft,ML Engineer Intern,AI/ML,Kolkata,10000,1,"Machine Learning, Deep Learning",Hybrid,9,Master,Fresher
INT0254,TCS,Business Analyst Intern,Business Analytics,Kolkata,12000,1,"Power BI, SQL",Remote,1,Bachelor,Fresher
INT0255,Amazon,Cybersecurity Intern,Cybersecurity,Hyderabad,12000,3,"Python, Linux, Penetration Testing",Onsite,4,Diploma,Fresher
INT0256,Microsoft,Software Engineer Intern,Software Development,Pune,12000,4,"Git, Linux",Onsite,6,Bachelor,Fresher
INT0257,Microsoft,Software Engineer Intern,Software Development,Pune,12000,6,"Linux, Data Structures",Remote,1,Diploma,Fresher
INT0258,IBM,AI Research Intern,AI/ML,Bangalore,20000,3,"TensorFlow, PyTorch, Python",Onsite,3,Diploma,1-2 Years
INT0259,Wipro,UI/UX Intern,UI/UX,Pune,5000,2,"UI/UX, User Research",Onsite,1,Bachelor,1-2 Years
INT0260,Wipro,Software Engineer Intern,Software Development,Hyderabad,8000,2,"Algorithms, C++, Python, Linux",Hybrid,8,Bachelor,1-2 Years
INT0261,Amazon,Software Engineer Intern,Software Development,Remote,10000,5,"Git, Python",Onsite,7,Bachelor,Fresher
INT0262,IBM,Cloud Intern,Cloud Computing,Pune,15000,4,"AWS, Azure",Hybrid,1,Bachelor,Fresher
INT0263,Google,ML Engineer Intern,AI/ML,Pune,15000,2,"Python, Deep Learning",Onsite,9,Bachelor,1-2 Years
INT0264,Infosys,DevOps Intern,DevOps,Delhi,12000,5,"Docker, Kubernetes, Jenkins, Linux",Remote,7,Bachelor,Fresher
INT0265,IBM,Data Analyst Intern,Data Science,Chennai,10000,5,"Python, Pandas, Tableau",Hybrid,3,Bachelor,Fresher
INT0266,Oracle,Data Analyst Intern,Data Science,Mumbai,10000,2,"Tableau, Pandas",Onsite,10,Master,Fresher
INT0267,Oracle,Data Analyst Intern,Data Science,Remote,8000,4,"Power BI, Excel, Tableau, SQL",Remote,3,Bachelor,Fresher
INT0268,Wipro,AI Research Intern,AI/ML,Hyderabad,10000,3,"PyTorch, TensorFlow",Hybrid,4,Bachelor,Fresher
INT0269,Accenture,Data Analyst Intern,Data Science,Chennai,8000,1,"SQL, Tableau",Remote,6,Bachelor,1-2 Years
INT0270,IBM,Business Analyst Intern,Business Analytics,Remote,10000,2,"Business Analytics, Communication",Hybrid,7,Bachelor,Fresher
INT0271,Oracle,Business Analyst Intern,Business Analytics,Hyderabad,12000,3,"SQL, Power BI, Communication",Remote,5,Bachelor,Fresher
INT0272,Infosys,DevOps Intern,DevOps,Remote,15000,2,"DevOps, CI/CD, Jenkins, Docker",Remote,2,Bachelor,Fresher
INT0273,Microsoft,Cloud Intern,Cloud Computing,Remote,20000,6,"AWS, Kubernetes, Cloud",Remote,6,Bachelor,Fresher
INT0274,Accenture,Cloud Intern,Cloud Computing,Hyderabad,10000,4,"Terraform, Cloud, Kubernetes",Onsite,7,Master,Fresher
INT0275,Microsoft,Cloud Intern,Cloud Computing,Delhi,10000,4,"GCP, Cloud, Terraform, AWS",Onsite,1,Bachelor,Fresher
INT0276,HCL,Software Engineer Intern,Software Development,Mumbai,8000,5,"Java, Git, Linux",Hybrid,2,Bachelor,Fresher
INT0277,IBM,Data Analyst Intern,Data Science,Pune,12000,2,"Power BI, SQL, Tableau",Onsite,6,Diploma,Fresher
INT0278,Accenture,UI/UX Intern,UI/UX,Remote,8000,1,"Design Thinking, Prototyping, HTML/CSS/JS",Onsite,10,Bachelor,Fresher
INT0279,HCL,Software Engineer Intern,Software Development,Hyderabad,15000,2,"Linux, Data Structures, Algorithms",Onsite,4,Bachelor,2-4 Years
INT0280,Wipro,Software Engineer Intern,Software Development,Kolkata,15000,6,"Linux, Git, Data Structures",Onsite,9,Bachelor,1-2 Years
INT0281,Microsoft,Web Developer Intern,Web Development,Bangalore,12000,3,"HTML/CSS/JS, Node.js, Bootstrap",Onsite,5,Bachelor,Fresher
INT0282,HCL,Software Engineer Intern,Software Development,Kolkata,20000,1,"C++, Algorithms, Git, Java",Remote,9,High School,Fresher
INT0283,Amazon,Business Analyst Intern,Business Analytics,Hyderabad,5000,4,"Requirements Gathering, Business Analytics",Hybrid,1,Bachelor,Fresher
INT0284,Oracle,Web Developer Intern,Web Development,Pune,5000,4,"React, SQL",Onsite,7,High School,Fresher
INT0285,Google,Cybersecurity Intern,Cybersecurity,Delhi,12000,5,"Wireshark, Cybersecurity, Penetration Testing",Onsite,6,Bachelor,1-2 Years
INT0286,Microsoft,Business Analyst Intern,Business Analytics,Chennai,8000,2,"Power BI, Requirements Gathering, Excel, SQL",Remote,10,High School,Fresher
INT0287,Oracle,Cybersecurity Intern,Cybersecurity,Bangalore,15000,4,"Linux, Python, Wireshark, Network Security",Remote,8,Bachelor,Fresher
INT0288,TCS,Business Analyst Intern,Business Analytics,Delhi,10000,6,"Communication, Requirements Gathering, Excel, SQL",Onsite,8,Diploma,Fresher
INT0289,Microsoft,Cybersecurity Intern,Cybersecurity,Mumbai,8000,3,"Python, Cybersecurity, Network Security",Hybrid,8,Bachelor,Fresher
INT0290,Accenture,AI Research Intern,AI/ML,Hyderabad,20000,3,"Machine Learning, TensorFlow, PyTorch",Remote,9,Bachelor,Fresher
INT0291,TCS,Web Developer Intern,Web Development,Bangalore,8000,1,"REST APIs, HTML/CSS/JS, React, SQL",Onsite,8,High School,Fresher
INT0292,Oracle,Cloud Intern,Cloud Computing,Remote,20000,1,"Docker, GCP, Cloud",Onsite,8,Bachelor,1-2 Years
INT0293,Infosys,UI/UX Intern,UI/UX,Hyderabad,5000,3,"Prototyping, Figma, Design Thinking",Onsite,1,Diploma,Fresher
INT0294,Oracle,AI Research Intern,AI/ML,Remote,15000,5,"Machine Learning, NLP, Deep Learning, TensorFlow",Onsite,1,Master,Fresher
INT0295,HCL,Data Analyst Intern,Data Science,Kolkata,10000,6,"Excel, Tableau",Hybrid,5,Master,1-2 Years
INT0296,Wipro,Cybersecurity Intern,Cybersecurity,Chennai,15000,5,"Python, Linux",Remote,7,Bachelor,2-4 Years
INT0297,TCS,UI/UX Intern,UI/UX,Mumbai,5000,4,"HTML/CSS/JS, Design Thinking, Prototyping, Figma",Onsite,5,Diploma,Fresher
INT0298,TCS,AI Research Intern,AI/ML,Hyderabad,10000,5,"PyTorch, Machine Learning",Onsite,6,Master,Fresher
INT0299,IBM,Cybersecurity Intern,Cybersecurity,Mumbai,15000,6,"Python, Wireshark, Cybersecurity",Hybrid,4,Diploma,Fresher
INT0300,IBM,ML Engineer Intern,AI/ML,Remote,20000,5,"Deep Learning, PyTorch, Model Deployment, Python",Onsite,2,Bachelor,Fresher
INT0301,HCL,Web Developer Intern,Web Development,Mumbai,8000,6,"Node.js, HTML/CSS/JS, React, Bootstrap",Hybrid,7,Bachelor,Fresher
INT0302,TCS,Software Engineer Intern,Software Development,Chennai,20000,5,"Python, Data Structures, Algorithms",Onsite,4,Diploma,Fresher
INT0303,Amazon,DevOps Intern,DevOps,Remote,8000,2,"Python, CI/CD",Onsite,10,Bachelor,1-2 Years
INT0304,Oracle,Software Engineer Intern,Software Development,Delhi,12000,6,"C++, Data Structures, Java",Onsite,8,Bachelor,Fresher
INT0305,Wipro,Web Developer Intern,Web Development,Kolkata,12000,4,"HTML/CSS/JS, React, Bootstrap",Onsite,8,Bachelor,Fresher
INT0306,Amazon,Data Analyst Intern,Data Science,Pune,5000,6,"Statistics, Tableau, SQL",Onsite,4,Bachelor,Fresher
INT0307,IBM,Software Engineer Intern,Software Development,Delhi,10000,1,"Algorithms, Linux, C++",Remote,5,Bachelor,Fresher
INT0308,Amazon,Cloud Intern,Cloud Computing,Kolkata,15000,3,"Kubernetes, AWS, Azure",Remote,3,Bachelor,Fresher
INT0309,IBM,AI Research Intern,AI/ML,Kolkata,15000,6,"Python, PyTorch, Machine Learning, NLP",Remote,1,Master,Fresher
INT0310,IBM,Business Analyst Intern,Business Analytics,Chennai,5000,6,"Power BI, Excel",Remote,1,Bachelor,Fresher
INT0311,TCS,Cybersecurity Intern,Cybersecurity,Kolkata,15000,6,"Wireshark, Network Security, Penetration Testing",Remote,5,Bachelor,Fresher
INT0312,TCS,Business Analyst Intern,Business Analytics,Remote,5000,3,"Communication, SQL, Requirements Gathering, Excel",Onsite,2,Bachelor,Fresher
INT0313,Infosys,UI/UX Intern,UI/UX,Pune,10000,2,"Prototyping, User Research",Onsite,8,Bachelor,Fresher
INT0314,Microsoft,Data Analyst Intern,Data Science,Chennai,5000,5,"Power BI, Python",Remote,3,Master,Fresher
INT0315,Wipro,Cybersecurity Intern,Cybersecurity,Bangalore,12000,1,"Network Security, Python, Linux, Wireshark",Onsite,3,Diploma,Fresher
INT0316,TCS,DevOps Intern,DevOps,Mumbai,8000,6,"DevOps, Python, Linux, Jenkins",Remote,6,Diploma,2-4 Years
INT0317,HCL,Software Engineer Intern,Software Development,Delhi,8000,4,"Linux, C++, Java",Onsite,8,Diploma,Fresher
INT0318,Oracle,DevOps Intern,DevOps,Chennai,15000,6,"Python, CI/CD, DevOps, Linux",Onsite,3,Bachelor,Fresher
INT0319,Accenture,ML Engineer Intern,AI/ML,Remote,15000,5,"PyTorch, TensorFlow",Onsite,3,Master,Fresher
INT0320,Wipro,ML Engineer Intern,AI/ML,Pune,20000,3,"Python, Deep Learning",Onsite,9,Diploma,Fresher
INT0321,Oracle,UI/UX Intern,UI/UX,Hyderabad,8000,4,"Design Thinking, HTML/CSS/JS, UI/UX, Figma",Onsite,7,Diploma,Fresher
INT0322,TCS,Data Analyst Intern,Data Science,Remote,12000,4,"Power BI, SQL",Hybrid,2,Bachelor,Fresher
INT0323,Wipro,Data Analyst Intern,Data Science,Remote,8000,1,"SQL, Tableau, Pandas, Power BI",Onsite,10,Bachelor,Fresher
INT0324,Oracle,Software Engineer Intern,Software Development,Bangalore,8000,4,"Data Structures, Linux, Python",Onsite,9,Diploma,Fresher
INT0325,HCL,Cybersecurity Intern,Cybersecurity,Mumbai,12000,1,"Penetration Testing, Network Security, Python, Wireshark",Remote,8,Bachelor,Fresher
INT0326,Amazon,Cloud Intern,Cloud Computing,Mumbai,10000,3,"GCP, Cloud, Kubernetes, AWS",Onsite,5,Master,Fresher
INT0327,HCL,ML Engineer Intern,AI/ML,Chennai,10000,3,"Model Deployment, TensorFlow",Remote,4,Master,Fresher
INT0328,Amazon,AI Research Intern,AI/ML,Remote,20000,6,"Deep Learning, Python, TensorFlow, PyTorch",Remote,8,Bachelor,2-4 Years
INT0329,Amazon,ML Engineer Intern,AI/ML,Hyderabad,20000,4,"PyTorch, Python",Remote,8,Bachelor,Fresher
INT0330,TCS,Software Engineer Intern,Software Development,Pune,12000,5,"Data Structures, Algorithms, Linux",Hybrid,7,Bachelor,2-4 Years
INT0331,Wipro,ML Engineer Intern,AI/ML,Delhi,20000,6,"Machine Learning, TensorFlow",Hybrid,9,Master,Fresher
INT0332,Wipro,UI/UX Intern,UI/UX,Hyderabad,10000,6,"Figma, Design Thinking, HTML/CSS/JS, Prototyping",Onsite,3,Bachelor,Fresher
INT0333,Google,Software Engineer Intern,Software Development,Delhi,20000,6,"Algorithms, Git, Linux",Remote,9,Diploma,Fresher
INT0334,TCS,UI/UX Intern,UI/UX,Delhi,8000,1,"UI/UX, User Research",Remote,4,Diploma,Fresher
INT0335,IBM,Cybersecurity Intern,Cybersecurity,Chennai,8000,5,"Cybersecurity, Linux",Onsite,8,Bachelor,Fresher
INT0336,Wipro,AI Research Intern,AI/ML,Kolkata,20000,6,"NLP, PyTorch, TensorFlow, Python",Onsite,1,Bachelor,2-4 Years
INT0337,Wipro,UI/UX Intern,UI/UX,Pune,8000,5,"UI/UX, Prototyping",Hybrid,8,High School,Fresher
INT0338,Microsoft,Business Analyst Intern,Business Analytics,Hyderabad,8000,3,"Communication, Power BI, SQL, Business Analytics",Onsite,2,High School,Fresher
INT0339,Amazon,DevOps Intern,DevOps,Delhi,15000,3,"Kubernetes, Docker",Onsite,10,Bachelor,Fresher
INT0340,Microsoft,Data Analyst Intern,Data Science,Remote,5000,6,"Excel, Tableau",Remote,5,Master,Fresher
INT0341,Infosys,Cloud Intern,Cloud Computing,Kolkata,20000,2,"AWS, Terraform, Docker, Cloud",Onsite,9,Bachelor,Fresher
INT0342,Infosys,Cloud Intern,Cloud Computing,Bangalore,20000,5,"Azure, Terraform, AWS",Onsite,9,Bachelor,Fresher
INT0343,Wipro,Business Analyst Intern,Business Analytics,Bangalore,5000,4,"SQL, Excel, Business Analytics, Communication",Onsite,5,High School,1-2 Years
INT0344,IBM,UI/UX Intern,UI/UX,Hyderabad,8000,3,"User Research, Design Thinking, UI/UX, Figma",Remote,2,High School,Fresher
INT0345,HCL,Data Analyst Intern,Data Science,Chennai,5000,2,"Python, SQL, Power BI, Pandas",Remote,7,Master,Fresher
INT0346,TCS,Cloud Intern,Cloud Computing,Chennai,10000,2,"Cloud, Terraform",Remote,9,Bachelor,Fresher
INT0347,Oracle,DevOps Intern,DevOps,Bangalore,12000,3,"Kubernetes, Linux, Python",Onsite,2,Bachelor,Fresher
INT0348,Accenture,Data Analyst Intern,Data Science,Delhi,10000,6,"Statistics, Python, Excel, Power BI",Onsite,2,Master,Fresher
INT0349,Wipro,Data Analyst Intern,Data Science,Delhi,8000,6,"SQL, Tableau, Statistics",Onsite,9,Diploma,Fresher
INT0350,Wipro,Data Analyst Intern,Data Science,Chennai,5000,1,"Statistics, Tableau, SQL, Python",Remote,7,Bachelor,Fresher
INT0351,Oracle,AI Research Intern,AI/ML,Pune,10000,2,"NLP, PyTorch, Machine Learning",Onsite,5,Bachelor,Fresher
INT0352,Wipro,Data Analyst Intern,Data Science,Pune,10000,6,"Pandas, Power BI, Tableau, Python",Onsite,2,Master,Fresher
INT0353,Oracle,Cloud Intern,Cloud Computing,Pune,10000,1,"Kubernetes, Terraform",Onsite,2,Bachelor,Fresher
INT0354,TCS,Cybersecurity Intern,Cybersecurity,Pune,12000,2,"Penetration Testing, Network Security, Linux, Wireshark",Onsite,4,Diploma,Fresher
INT0355,Oracle,Cloud Intern,Cloud Computing,Delhi,15000,4,"Kubernetes, Terraform",Onsite,6,Bachelor,Fresher
INT0356,Google,Software Engineer Intern,Software Development,Chennai,10000,3,"Linux, Java, Algorithms",Remote,2,Diploma,1-2 Years
INT0357,Accenture,Business Analyst Intern,Business Analytics,Remote,10000,5,"Requirements Gathering, Power BI, SQL, Excel",Hybrid,9,Bachelor,Fresher
INT0358,Oracle,AI Research Intern,AI/ML,Bangalore,20000,5,"NLP, Deep Learning, Machine Learning, TensorFlow",Onsite,6,Bachelor,1-2 Years
INT0359,Microsoft,Web Developer Intern,Web Development,Bangalore,8000,6,"React, Bootstrap, SQL, HTML/CSS/JS",Remote,6,Bachelor,Fresher
INT0360,Microsoft,Cybersecurity Intern,Cybersecurity,Bangalore,15000,3,"Network Security, Cybersecurity, Wireshark",Onsite,8,Bachelor,Fresher
INT0361,IBM,UI/UX Intern,UI/UX,Delhi,12000,3,"Prototyping, Design Thinking, Figma, User Research",Remote,2,Bachelor,1-2 Years
INT0362,TCS,DevOps Intern,DevOps,Remote,12000,5,"Python, Docker, Kubernetes",Onsite,3,Bachelor,Fresher
INT0363,Microsoft,AI Research Intern,AI/ML,Pune,15000,5,"Machine Learning, NLP",Remote,2,Bachelor,Fresher
INT0364,Amazon,ML Engineer Intern,AI/ML,Pune,10000,6,"TensorFlow, Model Deployment, Machine Learning, Deep Learning",Remote,1,Bachelor,Fresher
INT0365,Google,Web Developer Intern,Web Development,Kolkata,8000,3,"REST APIs, HTML/CSS/JS, React, SQL",Hybrid,9,Bachelor,Fresher
INT0366,Oracle,Cybersecurity Intern,Cybersecurity,Pune,15000,4,"Network Security, Python",Hybrid,3,Diploma,Fresher
INT0367,Google,Web Developer Intern,Web Development,Pune,10000,4,"SQL, REST APIs, Node.js, HTML/CSS/JS",Remote,2,Bachelor,Fresher
INT0368,Microsoft,AI Research Intern,AI/ML,Bangalore,10000,2,"PyTorch, TensorFlow, Machine Learning, Deep Learning",Onsite,10,Master,Fresher
INT0369,IBM,Software Engineer Intern,Software Development,Kolkata,20000,1,"Data Structures, Java, Algorithms",Hybrid,7,Bachelor,Fresher
